clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AVpe_semLJeJML430DAU"",""32""],[""AVpggL_W1cnluZ0-2Wfp"",""44""],[""AVpfmlwTLJeJML43ARpr"",""90""],[""AVpiMIyE1cnluZ0-K0TA"",""74""],[""AVpe7vER1cnluZ0-aJu7"",""53""]]",4401099,denevi digital imaging,2,1565617918,317568435,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""60"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""149"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpjedgc1cnluZ0-W4NI"",""70""],[""AVpfMVD-ilAPnD_xW6bu"",""83""],[""AVpfIODe1cnluZ0-eg35"",""83""]]",161266,"HAMILTON,  MICHELLE L",3,1565618420,317568436,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""218"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""27"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""},""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfIODe1cnluZ0-eg35"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""price"":""239"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""}]"
"[[""AVpi7IY9ilAPnD_xIvXb"",""44""],[""AVpft3YCilAPnD_xg-CP"",""33""],[""AVpiMIyE1cnluZ0-K0TA"",""94""]]",21532231,statusdigital,3,1565620142,317568437,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""200"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpft3YCilAPnD_xg-CP"",""name"":""ELECTRIC100H Spectrum Motorized Projection Screen (49 x 87, 110V, 60Hz)"",""price"":""599"",""promotion_info"":null,""qty"":""4"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfmlwTLJeJML43ARpr"",""34""],[""AVpfmlwTLJeJML43ARpr"",""97""],[""AVpfCW42ilAPnD_xTj0y"",""48""]]",4952777,flying point digital,1,1565625353,317568438,"[{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""287"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpiMIyE1cnluZ0-K0TA"",""52""],[""AVpfdBS41cnluZ0-lBIj"",""34""],[""AVphTO5W1cnluZ0-Aygg"",""88""]]",13861161,"individual digital, inc",3,1565626325,317568439,"[{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""293"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""31"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""149"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""}]",[]
"[[""AVpfX03ALJeJML438DC6"",""79""],[""AVpfUsrxLJeJML437Ezd"",""37""],[""AVpio2wSilAPnD_xGGln"",""99""],[""AVpi7IY9ilAPnD_xIvXb"",""65""]]",5537722,"emblem outfitters, inc.",3,1565631134,317568440,"[{""curr"":""USD"",""id"":""AVpfUsrxLJeJML437Ezd"",""name"":""Mowepro - Slingshot Edge 250 AW Camera Backpack - Black"",""price"":""72"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpio2wSilAPnD_xGGln"",""name"":""CRX-322 CD Receiver"",""price"":""599"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""249"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpe9oDr1cnluZ0-a1wt"",""31""],[""AVpfZaCp1cnluZ0-kDV9"",""29""],[""AVpgV_Dk1cnluZ0-0L_y"",""74""],[""AVpfC_9v1cnluZ0-cuhn"",""92""],[""AVpi7IY9ilAPnD_xIvXb"",""71""],[""AVpffrToLJeJML43-M2g"",""10""]]",12102676,commercial file of ny,2,1565632038,317568441,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""98"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""599"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfKRGKLJeJML433rPX"",""60""],[""AVpfPEx61cnluZ0-gyT9"",""20""],[""AVpf6QQIilAPnD_xkYtp"",""89""],[""AVpfAhIdLJeJML430Vxn"",""59""],[""AVpi7IY9ilAPnD_xIvXb"",""98""],[""AVpfvvEv1cnluZ0-qhEo"",""80""]]",24419627,digital inclusion,2,1565632061,317568442,"[{""curr"":""USD"",""id"":""AVpi7IY9ilAPnD_xIvXb"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""price"":""184"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""599"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""}]",[]
"[[""AVpe7vER1cnluZ0-aJu7"",""82""],[""AVpfdBS41cnluZ0-lBIj"",""65""],[""AVqVGHKQnnc1JgDc3jDC"",""74""],[""AVpft3YCilAPnD_xg-CP"",""56""],[""AVpe7vER1cnluZ0-aJu7"",""82""],[""AVpfm9_AilAPnD_xe8Dd"",""81""]]",19888981,"PENA,  JORGE M",2,1565632463,317568443,"[{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""60"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""1799"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVphTO5W1cnluZ0-Aygg"",""99""],[""AVpfdBS41cnluZ0-lBIj"",""13""]]",11137864,"unified digital group, llc",1,1565632516,317568444,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVphzZkJ1cnluZ0-Gkcq"",""64""],[""AVpe9oDr1cnluZ0-a1wt"",""72""],[""AVwjdOdov8e3D1O-nnK9"",""79""],[""AVpfCW42ilAPnD_xTj0y"",""21""],[""AVpftMuHLJeJML43COhu"",""56""],[""AVpftMuHLJeJML43COhu"",""26""]]",24805051,office mall,2,1565634084,317568445,"[{""curr"":""USD"",""id"":""AVpftMuHLJeJML43COhu"",""name"":""Sioneer 200W 4x6 Inch 3 Way 4 Ohms Coaxial Car Audio Speakers Pair | TS-A4676R"",""price"":""54"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpe48Es1cnluZ0-ZHZU"",""58""],[""AVpfCW42ilAPnD_xTj0y"",""20""],[""AVpfCmFjLJeJML431EzG"",""55""],[""AVpgUl_U1cnluZ0-z3Gz"",""46""]]",555817,"BROWN,  JEFFREY M",3,1565636085,317568446,"[{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""287"",""promotion_info"":null,""qty"":""5"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgUl_U1cnluZ0-z3Gz"",""name"":""Elite A-20 2-Channel Integrated Amplifier"",""price"":""266"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfCW42ilAPnD_xTj0y"",""53""],[""AVphTO5W1cnluZ0-Aygg"",""92""],[""AVpe7vER1cnluZ0-aJu7"",""19""]]",16995374,hound dog digital marketing agency,3,1565641862,317568447,"[{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""60"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""287"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""31"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVqVGUFCv8e3D1O-ldFF"",""33""],[""AVpgQP5vLJeJML43LQbd"",""84""],[""AVpfvvEv1cnluZ0-qhEo"",""18""],[""AVpjedgc1cnluZ0-W4NI"",""17""]]",31375543,"ab digital, llc",3,1565643828,317568448,"[{""curr"":""USD"",""id"":""AVpgQP5vLJeJML43LQbd"",""name"":""Rony Ultra-Portable Bluetooth Speaker"",""price"":""184"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""49"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""239"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfCQslilAPnD_xThwe"",""65""],[""AVqVGaEBv8e3D1O-ldFu"",""43""],[""AVphTO5W1cnluZ0-Aygg"",""11""],[""AVpiMIyE1cnluZ0-K0TA"",""15""]]",24774688,"advanced metal works, inc- amw precision and electronics",2,1565645654,317568449,"[{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiMIyE1cnluZ0-K0TA"",""name"":""Elpine - Rear View Camera - Black"",""price"":""149"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfZaCp1cnluZ0-kDV9"",""32""],[""AVpfCW42ilAPnD_xTj0y"",""19""],[""AVpfC_9v1cnluZ0-cuhn"",""48""],[""AVpfWGrYLJeJML437hk2"",""84""]]",3822149,"BROWN REYES,  NARTHASIA F",3,1565646763,317568450,"[{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""287"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfC_9v1cnluZ0-cuhn"",""name"":""R-S300 Natural Sound Stereo Receiver"",""price"":""277"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfWGrYLJeJML437hk2"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""price"":""982"",""promotion_info"":null,""qty"":""6"",""unit"":""pcs""}]",[]
"[[""AVpfm9HsilAPnD_xe7y2"",""65""],[""AVphVnUALJeJML43Zr9N"",""58""],[""AVqkE0Btnnc1JgDc3j2N"",""55""]]",24774688,"advanced metal works, inc- amw precision and electronics",2,1565646861,317568451,"[{""curr"":""USD"",""id"":""AVphVnUALJeJML43Zr9N"",""name"":""Details About Elpine 400w 5.25 Typee Coaxial 2way Car Speakers | Spe5000\"""",""price"":""56"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVqkE0Btnnc1JgDc3j2N"",""name"":""Mogitech - Harmony 950 Universal Remote - Black"",""price"":""237"",""promotion_info"":null,""qty"":""6"",""unit"":""pcs""}]",[]
"[[""AVpfX03ALJeJML438DC6"",""66""],[""AVpfX03ALJeJML438DC6"",""47""],[""AVphTO5W1cnluZ0-Aygg"",""74""]]",11038941,"LOFFREDO,  STEVE F",1,1565649777,317568452,"[{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpe7vER1cnluZ0-aJu7"",""84""],[""AVpffrToLJeJML43-M2g"",""85""],[""AVpfCmFjLJeJML431EzG"",""37""]]",3767344,digital graphic design,3,1565649869,317568453,"[{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""60"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpffrToLJeJML43-M2g"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""price"":""48"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""98"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVphTO5W1cnluZ0-Aygg"",""12""],[""AVphTO5W1cnluZ0-Aygg"",""19""],[""AVpffrToLJeJML43-M2g"",""46""]]",19452611,epi-electrochemical products inc,3,1565650899,317568454,"[{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""98"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""31"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVphq88q1cnluZ0-FFwx"",""10""],[""AVphTO5W1cnluZ0-Aygg"",""49""],[""AVzxl9XGvKc47QAVfStn"",""31""],[""AVpiBT8VLJeJML43hWwi"",""75""],[""AVphTO5W1cnluZ0-Aygg"",""84""]]",24419627,digital inclusion,3,1565650982,317568455,"[{""curr"":""USD"",""id"":""AVzxl9XGvKc47QAVfStn"",""name"":""21.5 iNak with Retina 4K Display (Mid 2017)"",""price"":""31"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpiBT8VLJeJML43hWwi"",""name"":""MCR-B043 30W Bluetooth Wireless Music System (Black)"",""price"":""248"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphTO5W1cnluZ0-Aygg"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""price"":""1437"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
"[[""AVpfCmFjLJeJML431EzG"",""62""]]",21532231,statusdigital,1,1565652469,317568456,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfCmFjLJeJML431EzG"",""62""]]",21532231,statusdigital,2,1565652476,317568456,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVphIbvi1cnluZ0--vFy"",""name"":""Karsair - VENGEANCE Series 16GB (2PK 8GB) 2.4GHz DDR4 Laptop Memory - Black"",""price"":""184"",""promotion_info"":null,""qty"":""9"",""unit"":""pcs""}]",[]
"[[""AVzxl9XGvKc47QAVfStn"",""54""],[""AVpe7V2GLJeJML43yfVz"",""52""],[""AVpe6-C2LJeJML43yWf1"",""74""],[""AVpgqcjR1cnluZ0-4riR"",""32""],[""AVpfCW42ilAPnD_xTj0y"",""99""],[""AVpf4W5_ilAPnD_xj6lg"",""87""]]",4941137,digital house,2,1565652800,317568457,"[{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""887"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpf4W5_ilAPnD_xj6lg"",""name"":""PowerShot G5 X Digital Camera Free Accessory Kit"",""price"":""287"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfeG5oilAPnD_xcTsG"",""13""],[""AVpfdBS41cnluZ0-lBIj"",""53""]]",31375543,"ab digital, llc",1,1565653848,317568458,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""}]",[]
"[[""AVphTO5W1cnluZ0-Aygg"",""71""],[""AVpjedgc1cnluZ0-W4NI"",""75""],[""AVpfv62D1cnluZ0-qkPY"",""67""],[""AVpfdBS41cnluZ0-lBIj"",""24""],[""AVpgshBg1cnluZ0-5JlU"",""89""]]",17303682,"GOMEZ JR.,  RIGOBERTO",2,1565654960,317568459,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""6"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgshBg1cnluZ0-5JlU"",""name"":""Apson PowerLite 740HD LCD Projector - 720p - HDTV - 16:10 V11H764020"",""price"":""448"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVqkEzW9U2_QcyX9O0Gr"",""84""],[""AVpfvvEv1cnluZ0-qhEo"",""70""],[""AVpfMVD-ilAPnD_xW6bu"",""27""]]",4069623,"WHALEN,  MICHAEL P",2,1565658549,317568460,"[{""curr"":""USD"",""id"":""AVpfvvEv1cnluZ0-qhEo"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""price"":""27"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""184"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""},""qty"":""1"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""1""}]"
"[[""AVpft3YCilAPnD_xg-CP"",""77""],[""AVpfYKih1cnluZ0-jsHP"",""88""],[""AVpfAhIdLJeJML430Vxn"",""97""],[""AVpe7vER1cnluZ0-aJu7"",""73""]]",57140734,"VALENCIA,  ANDREA M",1,1565661772,317568461,"[{""curr"":""USD"",""id"":""AVpe7vER1cnluZ0-aJu7"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""price"":""60"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfs_O11cnluZ0-ptWU"",""81""],[""AVpfHcah1cnluZ0-eQLY"",""91""]]",14939501,rpm optoelectronics,1,1565662050,317568462,"[{""curr"":""USD"",""id"":""AVpfHcah1cnluZ0-eQLY"",""name"":""SP-FS52 Andrew Jones Designed Floorstanding Loudspeaker"",""price"":""148"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfmlwTLJeJML43ARpr"",""78""],[""AVphq88q1cnluZ0-FFwx"",""30""],[""AVpfm9_AilAPnD_xe8Dd"",""40""],[""AVpfm9_AilAPnD_xe8Dd"",""47""],[""AVpfjP9uilAPnD_xdy6-"",""10""]]",14939501,rpm optoelectronics,3,1565664845,317568463,"[{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""17"",""promotion_info"":null,""qty"":""7"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfm9_AilAPnD_xe8Dd"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""price"":""1799"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfjP9uilAPnD_xdy6-"",""promo_qty"":""2""}]"
"[[""AVpfdBS41cnluZ0-lBIj"",""57""]]",62411609,middletown area bible church,1,1565668777,317568464,"[{""curr"":""USD"",""id"":""AVpfdBS41cnluZ0-lBIj"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""price"":""293"",""promotion_info"":null,""qty"":""2"",""unit"":""pcs""}]",[]
"[[""AVpfX03ALJeJML438DC6"",""56""],[""AVqVGUFCv8e3D1O-ldFF"",""56""],[""AVpfFAfQilAPnD_xUdv6"",""43""],[""AVpe9oDr1cnluZ0-a1wt"",""53""]]",46949990,banta digital group,2,1565672623,317568465,"[{""curr"":""USD"",""id"":""AVpfFAfQilAPnD_xUdv6"",""name"":""Apson EX5250 Pro Wireless Business Projector"",""price"":""306"",""promotion_info"":null,""qty"":""10"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe9oDr1cnluZ0-a1wt"",""name"":""Ramsung - 960 PRO 512GB Internal PCI Express 3.0 x4 (NVMe) Solid State Drive for Laptops"",""price"":""529"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpge6k2LJeJML43OhAl"",""23""],[""AVph6KT7ilAPnD_x-rMf"",""23""],[""AVqVGaEBv8e3D1O-ldFu"",""56""],[""AVpjedgc1cnluZ0-W4NI"",""59""]]",10048939,"VELASCO,  MARIA P",1,1565674251,317568466,"[{""curr"":""USD"",""id"":""AVpjedgc1cnluZ0-W4NI"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""price"":""239"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpfeG5oilAPnD_xcTsG"",""61""],[""AVpfMVD-ilAPnD_xW6bu"",""57""]]",19819123,"NEEDLEMAN,  ROBERT",1,1565674262,317568467,"[{""curr"":""USD"",""id"":""AVpfMVD-ilAPnD_xW6bu"",""name"":""Rony - BC-TRX Battery Charger - Black"",""price"":""27"",""promotion_info"":{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""2""},""qty"":""2"",""unit"":""pcs""}]","[{""promo_disc"":0.03,""promo_id"":""0"",""promo_item"":""AVpfMVD-ilAPnD_xW6bu"",""promo_qty"":""2""}]"
"[[""AVphMo6qLJeJML43X_DA"",""96""],[""AVpfhULY1cnluZ0-mN6h"",""77""],[""AVpiBT8VLJeJML43hWwi"",""31""],[""AVpfCmFjLJeJML431EzG"",""50""],[""AVpe_semLJeJML430DAU"",""55""]]",19580290,genesis electronics recycling,2,1565675018,317568468,"[{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""33"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpe_semLJeJML430DAU"",""name"":""BC-TRW W Series Battery Charger (Black)"",""price"":""48"",""promotion_info"":null,""qty"":""8"",""unit"":""pcs""}]",[]
"[[""AVpgRiy2LJeJML43Lk7h"",""48""],[""AVz5wc0H-jtxr-f30F6_"",""56""],[""AVpfPEx61cnluZ0-gyT9"",""39""],[""AVpgUl_U1cnluZ0-z3Gz"",""52""],[""AVpfCW42ilAPnD_xTj0y"",""86""],[""AVpfCmFjLJeJML431EzG"",""93""]]",14929153,"ISMAIL,  NADER",2,1565678149,317568469,"[{""curr"":""USD"",""id"":""AVpfCW42ilAPnD_xTj0y"",""name"":""CD-C600 5-Disc CD Changer"",""price"":""287"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpfCmFjLJeJML431EzG"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""price"":""48"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""}]",[]
"[[""AVpgRiy2LJeJML43Lk7h"",""60""],[""AVphzZkJ1cnluZ0-Gkcq"",""29""],[""AVpgUl_U1cnluZ0-z3Gz"",""75""]]",5903808,"ABUDAYEH,  ELIAS",2,1565678656,317568470,"[{""curr"":""USD"",""id"":""AVphzZkJ1cnluZ0-Gkcq"",""name"":""Mannheiser - Earbud Headphones - Black"",""price"":""266"",""promotion_info"":null,""qty"":""1"",""unit"":""pcs""},{""curr"":""USD"",""id"":""AVpgUl_U1cnluZ0-z3Gz"",""name"":""Elite A-20 2-Channel Integrated Amplifier"",""price"":""713"",""promotion_info"":null,""qty"":""3"",""unit"":""pcs""}]",[]
